""	"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"V1"	"V3"	"V13"	"Protein.names"	"Organism"	"Gene.Ontology..biological.process."	"Gene.Ontology.IDs"	"transcript_type"
"1721"	"tgm2b"	298.018874148131	-0.658148315816133	0.230730455444061	-2.85237520579259	0.00433938472517625	0.0161610050894497	"XM_060068588.1"	"P51176"	0	"Protein-glutamine gamma-glutamyltransferase 2 (EC 2.3.2.13) (Isopeptidase TGM2) (EC 3.4.-.-) (Protein-glutamine deamidase TGM2) (EC 3.5.1.44) (Protein-glutamine dopaminyltransferase TGM2) (EC 2.3.1.-) (Protein-glutamine histaminyltransferase TGM2) (EC 2.3.1.-) (Protein-glutamine noradrenalinyltransferase TGM2) (EC 2.3.1.-) (Protein-glutamine serotonyltransferase TGM2) (EC 2.3.1.-) (Tissue transglutaminase) (TG) (Transglutaminase-2) (TGase-2)"	"Bos taurus (Bovine)"	"bone development [GO:0060348]; cellular response to dopamine [GO:1903351]; cellular response to serotonin [GO:1904015]; peptide cross-linking [GO:0018149]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of apoptotic process [GO:0043065]; positive regulation of GTPase activity [GO:0043547]; positive regulation of small GTPase mediated signal transduction [GO:0051057]; protein deamination [GO:0018277]; protein homooligomerization [GO:0051260]; proteolysis [GO:0006508]; regulation of apoptotic cell clearance [GO:2000425]; regulation of apoptotic process [GO:0042981]"	"GO:0000785; GO:0003810; GO:0005509; GO:0005525; GO:0005576; GO:0005634; GO:0005739; GO:0005829; GO:0005886; GO:0006508; GO:0007200; GO:0008233; GO:0018149; GO:0018277; GO:0042981; GO:0043065; GO:0043547; GO:0050568; GO:0051057; GO:0051260; GO:0060348; GO:0120294; GO:0120295; GO:0120297; GO:0120298; GO:0120299; GO:1903351; GO:1904015; GO:2000425"	"mRNA"
"1722"	"LOC132470988"	80.6190418750336	-0.98857236805936	0.18200964753685	-5.42970407503701	5.64475722640799e-08	1.51634904307915e-06	"XM_060069950.1"	"Q96PX9"	8.46e-126	"Pleckstrin homology domain-containing family G member 4B (PH domain-containing family G member 4B)"	"Homo sapiens (Human)"	"regulation of small GTPase mediated signal transduction [GO:0051056]"	"GO:0005085; GO:0005829; GO:0051056"	"mRNA"
"1723"	"LOC132470753"	18.981442667387	-0.918827384551567	0.277746228296235	-3.31550361094441	0.000914781592371915	0.00467411827366925	"XM_060069607.1"	"Q9H0H5"	0	"Rac GTPase-activating protein 1 (Male germ cell RacGap) (MgcRacGAP) (Protein CYK4 homolog) (CYK4) (HsCYK-4)"	"Homo sapiens (Human)"	"actomyosin contractile ring assembly [GO:0000915]; erythrocyte differentiation [GO:0030218]; mitotic cytokinesis [GO:0000281]; mitotic spindle midzone assembly [GO:0051256]; neuroblast proliferation [GO:0007405]; positive regulation of cytokinesis [GO:0032467]; regulation of attachment of spindle microtubules to kinetochore [GO:0051988]; regulation of embryonic development [GO:0045995]; regulation of small GTPase mediated signal transduction [GO:0051056]; Rho protein signal transduction [GO:0007266]; spermatogenesis [GO:0007283]; sulfate transport [GO:0008272]"	"GO:0000281; GO:0000915; GO:0001669; GO:0005096; GO:0005547; GO:0005634; GO:0005654; GO:0005819; GO:0005829; GO:0005874; GO:0007266; GO:0007283; GO:0007405; GO:0008017; GO:0008272; GO:0019901; GO:0030218; GO:0030496; GO:0031234; GO:0032154; GO:0032467; GO:0043014; GO:0043015; GO:0045995; GO:0046872; GO:0048487; GO:0051056; GO:0051233; GO:0051256; GO:0051988; GO:0070062; GO:0072686; GO:0090543; GO:0097149"	"mRNA"
"1724"	"tacc1"	388.267036309399	0.580994388968496	0.126717827579319	4.58462927469968	4.54792636803318e-06	6.06362315208541e-05	"XM_060069681.1"	"O75410"	4.14e-134	"Transforming acidic coiled-coil-containing protein 1 (Gastric cancer antigen Ga55) (Taxin-1)"	"Homo sapiens (Human)"	"cell division [GO:0051301]; cell population proliferation [GO:0008283]; cerebral cortex development [GO:0021987]; microtubule cytoskeleton organization [GO:0000226]; mitotic spindle organization [GO:0007052]"	"GO:0000226; GO:0005634; GO:0005737; GO:0005815; GO:0005829; GO:0007052; GO:0008283; GO:0016020; GO:0016922; GO:0021987; GO:0030331; GO:0030374; GO:0030496; GO:0035259; GO:0042974; GO:0042975; GO:0046965; GO:0046966; GO:0051301"	"transcript variant X1, mRNA"
"1725"	"cita"	29.7532927507783	-1.25922885915994	0.22283348916104	-5.63879303409251	1.7124620816797e-08	5.50797670883498e-07	"XM_060068859.1"	"E9PSL7"	0	"Citron rho-interacting kinase (CRIK) (EC 2.7.11.1) (Rho-interacting, serine/threonine-protein kinase 21)"	"Rattus norvegicus (Rat)"	"dendrite development [GO:0016358]; G2/M transition of mitotic cell cycle [GO:0000086]; generation of neurons [GO:0048699]; Golgi organization [GO:0007030]; liver development [GO:0001889]; metaphase/anaphase transition of mitotic cell cycle [GO:0007091]; mitotic cell cycle [GO:0000278]; mitotic cytokinesis [GO:0000281]; mitotic sister chromatid segregation [GO:0000070]; negative regulation of dendrite morphogenesis [GO:0050774]; negative regulation of hippo signaling [GO:0035331]; neuron apoptotic process [GO:0051402]; positive regulation of cytokinesis [GO:0032467]; protein phosphorylation [GO:0006468]; regulation of actin polymerization or depolymerization [GO:0008064]; spermatogenesis [GO:0007283]"	"GO:0000070; GO:0000086; GO:0000278; GO:0000281; GO:0001223; GO:0001726; GO:0001889; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005773; GO:0005829; GO:0005886; GO:0006468; GO:0007030; GO:0007091; GO:0007283; GO:0008064; GO:0015629; GO:0016358; GO:0019901; GO:0030165; GO:0030291; GO:0030496; GO:0031985; GO:0032154; GO:0032467; GO:0035331; GO:0043025; GO:0046872; GO:0048699; GO:0050774; GO:0051402; GO:0097110; GO:0106310"	"transcript variant X1, mRNA"
"1726"	"fam219aa"	128.550074342294	-0.824514866823924	0.149338658010066	-5.52079811596779	3.37463326007306e-08	9.72938119479481e-07	"XM_060069814.1"	"Q8IW50"	1.97e-52	"Protein FAM219A"	"Homo sapiens (Human)"	""	""	"transcript variant X1, mRNA"
"1727"	"aqp7"	1789.30793767038	-1.27006979148625	0.254031075068874	-5.0092001240903	5.46567167345353e-07	1.04322412230417e-05	"XM_060069309.1"	"O54794"	1.89e-74	"Aquaporin-7 (AQP-7) (Aquaglyceroporin-7)"	"Mus musculus (Mouse)"	"glycerol transmembrane transport [GO:0015793]; renal water absorption [GO:0070295]; urea transport [GO:0015840]; water transport [GO:0006833]"	"GO:0005737; GO:0005811; GO:0005886; GO:0005911; GO:0005938; GO:0006833; GO:0015204; GO:0015250; GO:0015254; GO:0015265; GO:0015793; GO:0015840; GO:0016323; GO:0030659; GO:0031526; GO:0070295; GO:1990904"	"mRNA"
"1728"	"zmat1"	131.689449513114	0.685071334947632	0.130279351491274	5.25675222653416	1.46621639375034e-07	3.44197735225551e-06	"XM_060069094.1"	"Q28EG9"	6.74e-56	"Zinc finger matrin-type protein 1"	"Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)"	""	"GO:0003677; GO:0005634; GO:0008270"	"transcript variant X1, mRNA"
"1729"	"tmem128"	204.32117673311	-0.609143563294031	0.214719293570759	-2.83769457476436	0.00454406412989419	0.0167683017726393	"XM_060068184.1"	"Q3T0S0"	1.56e-43	"Transmembrane protein 128"	"Bos taurus (Bovine)"	""	"GO:0016020"	"mRNA"
"1730"	"lyar"	233.389083363717	-0.582045306053059	0.168244519546857	-3.45984670368552	0.000540482988432489	0.00303297726506835	"XM_060068180.1"	"Q9NX58"	3.25e-71	"Cell growth-regulating nucleolar protein"	"Homo sapiens (Human)"	"erythrocyte development [GO:0048821]; innate immune response [GO:0045087]; negative regulation of innate immune response [GO:0045824]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of phagocytosis [GO:0050766]; positive regulation of transcription by RNA polymerase I [GO:0045943]; rRNA processing [GO:0006364]"	"GO:0000122; GO:0001750; GO:0003677; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0006364; GO:0042802; GO:0045087; GO:0045824; GO:0045943; GO:0046872; GO:0048821; GO:0050766; GO:0140297; GO:0140416"	"mRNA"
"1731"	"slc2a9l1"	374.06126057149	-0.581235607904858	0.10829102310635	-5.3672026411282	7.9967195457991e-08	2.04586267603813e-06	"XM_060070354.1"	"Q3T9X0"	2.54e-79	"Solute carrier family 2, facilitated glucose transporter member 9 (Glucose transporter type 9) (GLUT-9) (Urate transporter)"	"Mus musculus (Mouse)"	"fructose transmembrane transport [GO:0015755]; glucose transmembrane transport [GO:1904659]; monosaccharide transmembrane transport [GO:0015749]; urate metabolic process [GO:0046415]; urate transport [GO:0015747]"	"GO:0005353; GO:0005355; GO:0005886; GO:0015143; GO:0015149; GO:0015747; GO:0015749; GO:0015755; GO:0016020; GO:0016323; GO:0016324; GO:0046415; GO:1904659"	"mRNA"
"1732"	"adamts9"	9.6124483520782	-1.0111160567708	0.283243926124001	-3.57792123367772	0.000346337780552449	0.00212700078098807	"XM_060069133.1"	"Q9P2N4"	0	"A disintegrin and metalloproteinase with thrombospondin motifs 9 (ADAM-TS 9) (ADAM-TS9) (ADAMTS-9) (EC 3.4.24.-)"	"Homo sapiens (Human)"	"aorta morphogenesis [GO:0035909]; endothelial cell-matrix adhesion [GO:0090673]; extracellular matrix organization [GO:0030198]; heart valve morphogenesis [GO:0003179]; melanocyte differentiation [GO:0030318]; negative regulation of endothelial cell migration [GO:0010596]; negative regulation of sprouting angiogenesis [GO:1903671]; positive regulation of melanocyte differentiation [GO:0045636]; protein transport [GO:0015031]; proteolysis [GO:0006508]; response to bacterium [GO:0009617]; ventricular cardiac muscle tissue development [GO:0003229]; vesicle-mediated transport [GO:0016192]"	"GO:0003179; GO:0003229; GO:0004222; GO:0005615; GO:0005783; GO:0006508; GO:0008237; GO:0008270; GO:0009617; GO:0009986; GO:0010596; GO:0015031; GO:0016192; GO:0030198; GO:0030318; GO:0031012; GO:0035909; GO:0043231; GO:0045636; GO:0090673; GO:1903671"	"mRNA"
"1733"	"LOC132470572"	116.295628031355	-0.904529786814568	0.281071331823933	-3.22983025937749	0.00123863731976642	0.00595153128868225	"XM_060069291.1"	"Q7SIG3"	5.69e-124	"Elastase-1 (EC 3.4.21.36)"	"Salmo salar (Atlantic salmon)"	"proteolysis [GO:0006508]"	"GO:0004252; GO:0005576; GO:0006508; GO:0046872"	"mRNA"
"1734"	"LOC132470673"	49.4965186801149	-0.795448521017765	0.178868213676555	-4.44753564243549	8.68610497115953e-06	0.0001028576642544	"XM_060069477.1"	"Q9P2B4"	2.61e-87	"CTTNBP2 N-terminal-like protein"	"Homo sapiens (Human)"	"negative regulation of transmembrane transport [GO:0034763]; negative regulation of transporter activity [GO:0032410]; protein dephosphorylation [GO:0006470]"	"GO:0005737; GO:0006470; GO:0015629; GO:0030027; GO:0032410; GO:0034763; GO:0051721"	"transcript variant X1, mRNA"
"1735"	"lmod1b"	46.6649601211448	-0.986710829405112	0.219644099018473	-4.48834497379998	7.17786291015614e-06	8.81643347796147e-05	"XM_060070012.1"	"A0A0G2K0D3"	1.57e-84	"Leiomodin-1 (Smooth muscle leiomodin) (SM-Lmod)"	"Rattus norvegicus (Rat)"	"actin filament organization [GO:0007015]; actin nucleation [GO:0045010]; muscle contraction [GO:0006936]; myofibril assembly [GO:0030239]; pointed-end actin filament capping [GO:0051694]; positive regulation of actin filament polymerization [GO:0030838]"	"GO:0003779; GO:0005523; GO:0005829; GO:0005856; GO:0005865; GO:0005884; GO:0006936; GO:0007015; GO:0030016; GO:0030017; GO:0030239; GO:0030838; GO:0045010; GO:0051694"	"mRNA"
"1736"	"gnas"	24.1816199415762	-0.884832802786447	0.170075230936196	-5.19419332442209	2.05609397908555e-07	4.55946157875192e-06	"XM_060070341.1"	"P24799"	0	"Guanine nucleotide-binding protein G(s) subunit alpha (Adenylate cyclase-stimulating G alpha protein)"	"Xenopus laevis (African clawed frog)"	"G protein-coupled receptor signaling pathway [GO:0007186]"	"GO:0003924; GO:0005525; GO:0005886; GO:0007186; GO:0031683; GO:0046872"	"transcript variant X1, mRNA"
"1737"	"prelid3b"	123.054254483458	-1.29928146122739	0.228438535713242	-5.68910411691052	1.27707589525218e-08	4.30820068291351e-07	"XM_060070010.1"	"Q9Y3B1"	5.25e-106	"PRELI domain containing protein 3B (Protein slowmo homolog 2)"	"Homo sapiens (Human)"	"phospholipid transport [GO:0015914]"	"GO:0005758; GO:0015914; GO:1990050"	"mRNA"
"1738"	"aurka"	18.5891007422817	-1.64216421339864	0.229892814310929	-7.09690193016242	1.27584524212462e-12	1.27637317808688e-10	"XM_060070007.1"	"Q91819"	2.41e-162	"Aurora kinase A-B (EC 2.7.11.1) (Aurora/IPL1-related kinase 1) (ARK-1) (Aurora-related kinase 1) (Serine/threonine-protein kinase 6-B) (Serine/threonine-protein kinase Eg2-B) (Serine/threonine-protein kinase aurora-A) (p46XlEg22)"	"Xenopus laevis (African clawed frog)"	"cell division [GO:0051301]; meiotic spindle organization [GO:0000212]; mitotic centrosome separation [GO:0007100]; mitotic spindle assembly [GO:0090307]; peptidyl-serine phosphorylation [GO:0018105]; protein autophosphorylation [GO:0046777]"	"GO:0000212; GO:0000922; GO:0004672; GO:0004674; GO:0005524; GO:0005737; GO:0005813; GO:0005876; GO:0007100; GO:0008017; GO:0018105; GO:0019894; GO:0046777; GO:0051301; GO:0090307; GO:0106310"	"transcript variant X1, mRNA"
"1739"	"LOC132471028"	17.2476082774144	-0.738924229645385	0.230457506835514	-3.19959611781262	0.0013762029022932	0.00647735214168239	"XM_060069997.1"	"Q80TM6"	0	"R3H domain-containing protein 2"	"Mus musculus (Mouse)"	""	"GO:0003676; GO:0005634"	"transcript variant X1, mRNA"
"1740"	"LOC132471030"	344.453944424231	-1.48922597711324	0.22622551073084	-6.58672082535293	4.49646603095706e-11	2.84828542554861e-09	"XM_060070006.1"	"P27093"	4.94e-82	"Inhibin beta B chain (Activin beta-B chain)"	"Gallus gallus (Chicken)"	"activin receptor signaling pathway [GO:0032924]; cellular response to insulin stimulus [GO:0032869]; cellular response to starvation [GO:0009267]; fat cell differentiation [GO:0045444]; negative regulation of follicle-stimulating hormone secretion [GO:0046882]; negative regulation of hepatocyte growth factor production [GO:0032686]; negative regulation of insulin secretion [GO:0046676]; nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry [GO:1900164]; positive regulation of follicle-stimulating hormone secretion [GO:0046881]; positive regulation of ovulation [GO:0060279]; response to wounding [GO:0009611]"	"GO:0005179; GO:0005576; GO:0008083; GO:0009267; GO:0009611; GO:0032686; GO:0032869; GO:0032924; GO:0042803; GO:0045444; GO:0046676; GO:0046881; GO:0046882; GO:0048471; GO:0060279; GO:1900164"	"mRNA"
"1741"	"ddit3"	100.043431982389	-0.655972288467597	0.136054917151096	-4.82142310633022	1.42537664867233e-06	2.33632922775603e-05	NA	NA	NA	NA	NA	NA	NA	NA
"1742"	"LOC132470545"	1354.47713171377	0.689295374185765	0.143832806280377	4.79224105669096	1.64928568339059e-06	2.64945051198936e-05	NA	NA	NA	NA	NA	NA	NA	NA
"1743"	"prxl2b"	148.148805862874	-1.15282237303794	0.254252222134589	-4.5418733216257	5.5756543201005e-06	7.1260300940421e-05	"XM_060070401.1"	"B5X9L9"	2.17e-100	"Prostamide/prostaglandin F synthase (Prostamide/PG F synthase) (Prostamide/PGF synthase) (EC 1.11.1.20) (Peroxiredoxin-like 2B)"	"Salmo salar (Atlantic salmon)"	"prostaglandin biosynthetic process [GO:0001516]"	"GO:0001516; GO:0005829; GO:0016616"	"mRNA"
"1744"	"si:ch211-222l21.1"	934.19670083527	-1.05812351555846	0.146664782368985	-7.21444399211797	5.4154790601368e-13	5.77624553281945e-11	NA	NA	NA	NA	NA	NA	NA	NA
"1745"	"tamm41"	111.21571363187	-0.59633163998048	0.161378583587461	-3.69522673135832	0.000219690653249672	0.00146723416944739	"XM_060069530.1"	"Q3B7H2"	0	"Phosphatidate cytidylyltransferase, mitochondrial (EC 2.7.7.41) (CDP-diacylglycerol synthase) (CDP-DAG synthase) (Mitochondrial translocator assembly and maintenance protein 41 homolog) (TAM41)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"cardiolipin biosynthetic process [GO:0032049]; CDP-diacylglycerol biosynthetic process [GO:0016024]"	"GO:0004605; GO:0005739; GO:0005743; GO:0016024; GO:0019898; GO:0031314; GO:0032049"	"transcript variant X1, mRNA"
"1746"	"LOC132470708"	132.308222301307	-0.615470870125237	0.152832868990218	-4.02703058741609	5.64856867733876e-05	0.000491277467052957	"XM_060069524.1"	"Q64638"	5.46e-133	"UDP-glucuronosyltransferase 1A5 (UGT1A5) (EC 2.4.1.17) (B5) (UDP-glucuronosyltransferase 1-5) (UDPGT 1-5) (UGT1*5) (UGT1-05) (UGT1.5)"	"Rattus norvegicus (Rat)"	"cellular glucuronidation [GO:0052695]; cellular response to ethanol [GO:0071361]; cellular response to glucocorticoid stimulus [GO:0071385]; cellular response to hormone stimulus [GO:0032870]; liver development [GO:0001889]; response to organic cyclic compound [GO:0014070]; vitamin D3 metabolic process [GO:0070640]"	"GO:0001889; GO:0005783; GO:0005789; GO:0014070; GO:0015020; GO:0019899; GO:0032870; GO:0042803; GO:0052695; GO:0070640; GO:0071361; GO:0071385"	"transcript variant X1, mRNA"
"1747"	"LOC132470707"	692.113595549515	-1.1985463142337	0.202981589741085	-5.90562665184833	3.5130876765114e-09	1.36258956779343e-07	"XM_060069522.1"	"Q64638"	5.77e-134	"UDP-glucuronosyltransferase 1A5 (UGT1A5) (EC 2.4.1.17) (B5) (UDP-glucuronosyltransferase 1-5) (UDPGT 1-5) (UGT1*5) (UGT1-05) (UGT1.5)"	"Rattus norvegicus (Rat)"	"cellular glucuronidation [GO:0052695]; cellular response to ethanol [GO:0071361]; cellular response to glucocorticoid stimulus [GO:0071385]; cellular response to hormone stimulus [GO:0032870]; liver development [GO:0001889]; response to organic cyclic compound [GO:0014070]; vitamin D3 metabolic process [GO:0070640]"	"GO:0001889; GO:0005783; GO:0005789; GO:0014070; GO:0015020; GO:0019899; GO:0032870; GO:0042803; GO:0052695; GO:0070640; GO:0071361; GO:0071385"	"transcript variant X1, mRNA"
"1748"	"itpr1b"	18.7251097137374	-0.626019817803517	0.229208123880093	-2.73381667774647	0.00626048894976701	0.0215916910854304	"XM_060070101.1"	"Q14643"	0	"Inositol 1,4,5-trisphosphate receptor type 1 (IP3 receptor isoform 1) (IP3R 1) (InsP3R1) (Type 1 inositol 1,4,5-trisphosphate receptor) (Type 1 InsP3 receptor)"	"Homo sapiens (Human)"	"calcium ion transport [GO:0006816]; cell morphogenesis [GO:0000902]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; epithelial fluid transport [GO:0042045]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; ion channel modulating, G protein-coupled receptor signaling pathway [GO:0099105]; ligand-gated ion channel signaling pathway [GO:1990806]; negative regulation of calcium-mediated signaling [GO:0050849]; phospholipase C-activating G protein-coupled acetylcholine receptor signaling pathway [GO:0007207]; positive regulation of insulin secretion [GO:0032024]; post-embryonic development [GO:0009791]; regulation of autophagy [GO:0010506]; release of sequestered calcium ion into cytosol [GO:0051209]; response to hypoxia [GO:0001666]; signal transduction [GO:0007165]; voluntary musculoskeletal movement [GO:0050882]"	"GO:0000902; GO:0001666; GO:0005220; GO:0005509; GO:0005637; GO:0005730; GO:0005783; GO:0005789; GO:0005886; GO:0005955; GO:0006816; GO:0007165; GO:0007207; GO:0009791; GO:0010506; GO:0014069; GO:0015085; GO:0015278; GO:0016020; GO:0016529; GO:0019855; GO:0019904; GO:0030658; GO:0030659; GO:0030667; GO:0031088; GO:0031094; GO:0031095; GO:0032024; GO:0032469; GO:0035091; GO:0042045; GO:0048471; GO:0050849; GO:0050882; GO:0051209; GO:0070059; GO:0070679; GO:0098685; GO:0098695; GO:0099103; GO:0099105; GO:0099107; GO:1990806"	"mRNA"
